Window,Region,Context,Leaf1_methy,Leaf2_methy,Leaf3_methy,group
152,Body,CHH,0.00030212,0.000310726,0.000320142,Gopia
153,Body,CHH,0.000288284,0.00031646,0.000311217,Gopia
154,Body,CHH,0.000313342,0.000298402,0.00031403,Gopia
155,Body,CHH,0.000310447,0.000313949,0.00031317,Gopia
156,Body,CHH,0.000315008,0.000326412,0.000336318,Gopia
157,Body,CHH,0.000346968,0.000341649,0.000345351,Gopia
158,Body,CHH,0.000336619,0.000339158,0.000341526,Gopia
159,Body,CHH,0.000297741,0.000303957,0.000305961,Gopia
160,Body,CHH,0.000285477,0.000299593,0.000290551,Gopia
161,Body,CHH,0.000265687,0.000279046,0.000270594,Gopia
162,Body,CHH,0.000291747,0.000275519,0.000295417,Gopia
163,Body,CHH,0.00033089,0.000324897,0.000357614,Gopia
164,Body,CHH,0.000282551,0.000296649,0.000291662,Gopia
165,Body,CHH,0.000283429,0.000290891,0.000305209,Gopia
166,Body,CHH,0.000289687,0.000293466,0.000291755,Gopia
167,Body,CHH,0.000318651,0.00032291,0.000319443,Gopia
168,Body,CHH,0.000272126,0.000282281,0.000277608,Gopia
169,Body,CHH,0.000329702,0.000334415,0.000361238,Gopia
170,Body,CHH,0.000336286,0.000340234,0.000353536,Gopia
171,Body,CHH,0.000294617,0.000311212,0.000323719,Gopia
172,Body,CHH,0.000313171,0.00032939,0.000337045,Gopia
173,Body,CHH,0.000274096,0.000274059,0.000283779,Gopia
174,Body,CHH,0.000300071,0.000301977,0.000320831,Gopia
175,Body,CHH,0.000285218,0.000281845,0.000294924,Gopia
176,Body,CHH,0.000294596,0.000300687,0.000311001,Gopia
177,Body,CHH,0.000313316,0.000318232,0.000323631,Gopia
178,Body,CHH,0.000290393,0.000298036,0.000298081,Gopia
179,Body,CHH,0.000326185,0.000338803,0.000336201,Gopia
180,Body,CHH,0.000324608,0.000316138,0.00033223,Gopia
181,Body,CHH,0.000344921,0.000342185,0.000341602,Gopia
182,Body,CHH,0.00031617,0.000297029,0.000312906,Gopia
183,Body,CHH,0.000305201,0.000306637,0.000322448,Gopia
184,Body,CHH,0.000292736,0.000285806,0.00031302,Gopia
185,Body,CHH,0.000285326,0.000294674,0.000303651,Gopia
186,Body,CHH,0.000267922,0.000288041,0.00029393,Gopia
187,Body,CHH,0.000293801,0.000307272,0.000315335,Gopia
188,Body,CHH,0.00027626,0.000299169,0.000305256,Gopia
189,Body,CHH,0.000303471,0.000306382,0.000302901,Gopia
190,Body,CHH,0.000291801,0.000295918,0.000311458,Gopia
191,Body,CHH,0.000298392,0.000299136,0.000315408,Gopia
192,Body,CHH,0.000302147,0.000297119,0.000308465,Gopia
193,Body,CHH,0.000307538,0.000317366,0.000321554,Gopia
194,Body,CHH,0.000307036,0.000300979,0.000317967,Gopia
195,Body,CHH,0.00029608,0.000309913,0.00030487,Gopia
196,Body,CHH,0.000301143,0.000290618,0.000312215,Gopia
197,Body,CHH,0.000341404,0.000324703,0.000330416,Gopia
198,Body,CHH,0.000275379,0.000279743,0.00028319,Gopia
199,Body,CHH,0.000261347,0.000298885,0.000296561,Gopia
200,Body,CHH,0.000276919,0.000287932,0.00028772,Gopia
201,Body,CHH,0.000314664,0.000304328,0.00033817,Gopia
202,Body,CHH,0.000316001,0.00031923,0.000322556,Gopia
203,Body,CHH,0.000326369,0.000331814,0.000329574,Gopia
204,Body,CHH,0.000327127,0.00033229,0.000346264,Gopia
205,Body,CHH,0.00028903,0.000305388,0.000312277,Gopia
206,Body,CHH,0.000282634,0.000277522,0.000291011,Gopia
207,Body,CHH,0.000296833,0.000298042,0.00030484,Gopia
208,Body,CHH,0.000309619,0.000312559,0.000316039,Gopia
209,Body,CHH,0.000301745,0.000320926,0.000330136,Gopia
210,Body,CHH,0.000308352,0.000300792,0.000320873,Gopia
211,Body,CHH,0.000326998,0.000346448,0.000342012,Gopia
212,Body,CHH,0.000289817,0.000299269,0.000292384,Gopia
213,Body,CHH,0.000317688,0.000323017,0.000334116,Gopia
214,Body,CHH,0.000316792,0.000302137,0.00032473,Gopia
215,Body,CHH,0.000327776,0.00034943,0.000352241,Gopia
216,Body,CHH,0.000294944,0.000305402,0.00031033,Gopia
217,Body,CHH,0.000285684,0.000309277,0.000297582,Gopia
218,Body,CHH,0.000310568,0.000325887,0.000321473,Gopia
219,Body,CHH,0.000314864,0.000321734,0.00033398,Gopia
220,Body,CHH,0.00031358,0.000317617,0.000328686,Gopia
221,Body,CHH,0.000356275,0.000356554,0.000377154,Gopia
222,Body,CHH,0.000302718,0.000323863,0.000317305,Gopia
223,Body,CHH,0.000345364,0.000345083,0.000374552,Gopia
224,Body,CHH,0.000352571,0.000351876,0.000361295,Gopia
225,Body,CHH,0.0003579,0.000384745,0.00037983,Gopia
226,Body,CHH,0.000319917,0.000337878,0.000349458,Gopia
227,Body,CHH,0.000313368,0.000328091,0.000345529,Gopia
228,Body,CHH,0.000296024,0.000307218,0.000308814,Gopia
229,Body,CHH,0.000281733,0.000297295,0.000300948,Gopia
230,Body,CHH,0.000342845,0.000347555,0.000372723,Gopia
231,Body,CHH,0.000273346,0.000291047,0.000290385,Gopia
232,Body,CHH,0.000299684,0.000314805,0.000336897,Gopia
233,Body,CHH,0.000310337,0.000301339,0.000331947,Gopia
234,Body,CHH,0.000285113,0.000274026,0.000294838,Gopia
235,Body,CHH,0.000270964,0.000262188,0.000311809,Gopia
236,Body,CHH,0.000254307,0.000228414,0.000248778,Gopia
237,Body,CHH,0.000190387,0.000195698,0.000212097,Gopia
238,Body,CHH,0.000228253,0.000224598,0.000242061,Gopia
239,Body,CHH,0.000253422,0.000246059,0.000295493,Gopia
240,Body,CHH,0.00034062,0.000327736,0.000377257,Gopia
123,Body,CG,0.919446595,0.928021845,0.937888327,EnSpm
124,Body,CG,0.925519294,0.933271908,0.93860055,EnSpm
125,Body,CG,0.927599923,0.937650221,0.938325723,EnSpm
126,Body,CG,0.928796591,0.93596426,0.940347039,EnSpm
127,Body,CG,0.927225038,0.934235996,0.938053975,EnSpm
128,Body,CG,0.924592522,0.931937854,0.93702796,EnSpm
129,Body,CG,0.92661359,0.932353208,0.939553723,EnSpm
130,Body,CG,0.92516087,0.931881201,0.934932471,EnSpm
131,Body,CG,0.929299925,0.934147184,0.93715265,EnSpm
132,Body,CG,0.925385073,0.929125612,0.93723242,EnSpm
133,Body,CG,0.924289533,0.930395464,0.936540234,EnSpm
134,Body,CG,0.921260399,0.928886578,0.934782212,EnSpm
135,Body,CG,0.918618584,0.93386984,0.935330396,EnSpm
136,Body,CG,0.926319152,0.933923834,0.937613205,EnSpm
137,Body,CG,0.923850915,0.93319111,0.933397473,EnSpm
138,Body,CG,0.918214259,0.930765877,0.934783383,EnSpm
139,Body,CG,0.921360076,0.932295654,0.938381016,EnSpm
140,Body,CG,0.923052254,0.930892267,0.936289974,EnSpm
141,Body,CG,0.922869767,0.931163123,0.934767181,EnSpm
142,Body,CG,0.926846163,0.935567734,0.937083672,EnSpm
143,Body,CG,0.92621259,0.931921773,0.931871261,EnSpm
144,Body,CG,0.927319622,0.93547563,0.934446551,EnSpm
145,Body,CG,0.925795224,0.933339474,0.937881934,EnSpm
146,Body,CG,0.926025906,0.935914925,0.942491825,EnSpm
147,Body,CG,0.921086831,0.932536212,0.93846551,EnSpm
148,Body,CG,0.923196239,0.931358388,0.937105183,EnSpm
149,Body,CG,0.919851176,0.933168013,0.935870165,EnSpm
150,Body,CG,0.922480992,0.93338343,0.936040151,EnSpm
151,Body,CG,0.925868791,0.930317048,0.936768236,EnSpm
152,Body,CG,0.925712823,0.935067564,0.937149462,EnSpm
153,Body,CG,0.918998357,0.932464972,0.937733678,EnSpm
154,Body,CG,0.920204049,0.93060697,0.93404908,EnSpm
155,Body,CG,0.927542423,0.928828772,0.93781788,EnSpm
156,Body,CG,0.924783818,0.932500795,0.937198663,EnSpm
157,Body,CG,0.925168025,0.930725958,0.931507025,EnSpm
158,Body,CG,0.925893065,0.929758068,0.935962007,EnSpm
159,Body,CG,0.925463356,0.928832292,0.934998165,EnSpm
160,Body,CG,0.922997539,0.932945497,0.934917573,EnSpm
161,Body,CG,0.923357307,0.929672365,0.93462016,EnSpm
162,Body,CG,0.926236359,0.932042594,0.93976599,EnSpm
163,Body,CG,0.92952663,0.931774313,0.936270372,EnSpm
164,Body,CG,0.923924758,0.932101977,0.934648373,EnSpm
165,Body,CG,0.923099074,0.931529499,0.937871511,EnSpm
166,Body,CG,0.919527527,0.932910535,0.934037405,EnSpm
167,Body,CG,0.918079871,0.930915922,0.934651815,EnSpm
168,Body,CG,0.923131213,0.930521023,0.936208841,EnSpm
169,Body,CG,0.926910747,0.934587026,0.935681261,EnSpm
170,Body,CG,0.919973835,0.932481109,0.937881294,EnSpm
171,Body,CG,0.925169081,0.930721813,0.934600394,EnSpm
172,Body,CG,0.924996521,0.929587412,0.935328023,EnSpm
173,Body,CG,0.918751242,0.931089302,0.936092507,EnSpm
174,Body,CG,0.923255789,0.937210539,0.939513643,EnSpm
175,Body,CG,0.927575141,0.939762573,0.940983809,EnSpm
176,Body,CG,0.929139337,0.934486071,0.943830928,EnSpm
177,Body,CG,0.916575157,0.932263608,0.937296691,EnSpm
178,Body,CG,0.923385782,0.931815669,0.93650154,EnSpm
179,Body,CG,0.922980736,0.93390096,0.938938627,EnSpm
180,Body,CG,0.92360519,0.930823383,0.940264457,EnSpm
181,Body,CG,0.922167021,0.928557009,0.935582471,EnSpm
182,Body,CG,0.928917388,0.933246049,0.938740805,EnSpm
183,Body,CG,0.928552737,0.932288885,0.943196607,EnSpm
184,Body,CG,0.920522925,0.927654529,0.934290626,EnSpm
185,Body,CG,0.930096908,0.930877051,0.939277378,EnSpm
186,Body,CG,0.922317226,0.932255352,0.934278139,EnSpm
187,Body,CG,0.927984334,0.935309507,0.936003743,EnSpm
188,Body,CG,0.92227347,0.932477483,0.935353087,EnSpm
189,Body,CG,0.927182911,0.933429025,0.941343789,EnSpm
190,Body,CG,0.925372505,0.933387238,0.941325375,EnSpm
191,Body,CG,0.924007529,0.931776517,0.936673086,EnSpm
192,Body,CG,0.922136135,0.933280479,0.933960441,EnSpm
193,Body,CG,0.912053201,0.929550498,0.935482638,EnSpm
194,Body,CG,0.921885808,0.932582956,0.937448104,EnSpm
195,Body,CG,0.924432661,0.936491066,0.938253631,EnSpm
196,Body,CG,0.923997313,0.934789013,0.935856047,EnSpm
197,Body,CG,0.926930262,0.936313818,0.9399026,EnSpm
198,Body,CG,0.92486285,0.935642017,0.934564121,EnSpm
199,Body,CG,0.917697201,0.931978246,0.934513107,EnSpm
200,Body,CG,0.920765574,0.927851701,0.933703158,EnSpm
201,Body,CG,0.915200311,0.930126233,0.938340168,EnSpm
202,Body,CG,0.922820105,0.931382176,0.935766004,EnSpm
203,Body,CG,0.924010787,0.928414916,0.932878921,EnSpm
204,Body,CG,0.921895884,0.928399988,0.935117387,EnSpm
205,Body,CG,0.921301793,0.932268155,0.937119407,EnSpm
206,Body,CG,0.918608367,0.930636062,0.936151772,EnSpm
207,Body,CG,0.924261339,0.930018869,0.93944771,EnSpm
208,Body,CG,0.924504846,0.93000381,0.933462444,EnSpm
209,Body,CG,0.924343472,0.932611564,0.935992374,EnSpm
210,Body,CG,0.920357029,0.927838997,0.938676738,EnSpm
211,Body,CG,0.926861645,0.935968252,0.938658094,EnSpm
212,Body,CG,0.922532578,0.932720029,0.937890606,EnSpm
213,Body,CG,0.926925213,0.935217212,0.940459431,EnSpm
214,Body,CG,0.919525597,0.93342447,0.941152798,EnSpm
215,Body,CG,0.925858565,0.935996537,0.934648308,EnSpm
216,Body,CG,0.921430879,0.928927829,0.936692299,EnSpm
217,Body,CG,0.919398892,0.931605139,0.936204575,EnSpm
218,Body,CG,0.927636978,0.937643316,0.938097246,EnSpm
219,Body,CG,0.927607787,0.932379329,0.937268548,EnSpm
220,Body,CG,0.92373056,0.93844105,0.939228387,EnSpm
221,Body,CG,0.926702287,0.934508556,0.940403413,EnSpm
222,Body,CG,0.925735962,0.933559051,0.941335892,EnSpm
223,Body,CG,0.923607873,0.931694052,0.934279624,EnSpm
224,Body,CG,0.927759254,0.930904901,0.934533159,EnSpm
225,Body,CG,0.924542246,0.932512101,0.933614747,EnSpm
226,Body,CG,0.92273284,0.931819338,0.938005289,EnSpm
227,Body,CG,0.926021412,0.933140228,0.938538439,EnSpm
228,Body,CG,0.925529962,0.932207071,0.939649839,EnSpm
229,Body,CG,0.92780037,0.938143937,0.943704556,EnSpm
230,Body,CG,0.92981082,0.936304338,0.939349659,EnSpm
231,Body,CG,0.923725803,0.932525748,0.937653388,EnSpm
232,Body,CG,0.928604454,0.931749445,0.938765991,EnSpm
233,Body,CG,0.927970342,0.928900275,0.938854679,EnSpm
234,Body,CG,0.929669643,0.932982492,0.941016099,EnSpm
235,Body,CG,0.928990548,0.942718972,0.940834438,EnSpm
236,Body,CG,0.930032387,0.942680393,0.942450833,EnSpm
237,Body,CG,0.929938861,0.944540723,0.943871348,EnSpm
238,Body,CG,0.934140032,0.938616465,0.936140331,EnSpm
239,Body,CG,0.945874215,0.950763615,0.946930955,EnSpm
240,Body,CG,0.926229639,0.939449613,0.943082485,EnSpm
121,Body,CHG,0.707978657,0.721892476,0.708820904,EnSpm
122,Body,CHG,0.614351875,0.624974049,0.620387373,EnSpm
123,Body,CHG,0.610470959,0.615871342,0.619003801,EnSpm
124,Body,CHG,0.592919113,0.59119194,0.589418332,EnSpm
125,Body,CHG,0.641952487,0.663762578,0.654223685,EnSpm
126,Body,CHG,0.60407485,0.615705897,0.608189965,EnSpm
127,Body,CHG,0.689280886,0.699028951,0.693904045,EnSpm
128,Body,CHG,0.653216431,0.665818584,0.651713267,EnSpm
129,Body,CHG,0.68220064,0.685439728,0.691387663,EnSpm
130,Body,CHG,0.700768785,0.715322264,0.70929512,EnSpm
131,Body,CHG,0.671832752,0.671407057,0.664793072,EnSpm
132,Body,CHG,0.68707606,0.69457285,0.692694945,EnSpm
133,Body,CHG,0.644633233,0.650989683,0.643944438,EnSpm
134,Body,CHG,0.639350714,0.651414052,0.640687447,EnSpm
135,Body,CHG,0.621713051,0.635780621,0.62755094,EnSpm
136,Body,CHG,0.610973022,0.624061162,0.611740573,EnSpm
137,Body,CHG,0.637779179,0.644796088,0.642221987,EnSpm
138,Body,CHG,0.656291254,0.664599174,0.671958842,EnSpm
139,Body,CHG,0.643437135,0.650300041,0.646522185,EnSpm
140,Body,CHG,0.713443659,0.717639983,0.712415364,EnSpm
141,Body,CHG,0.702690757,0.712909297,0.70587681,EnSpm
142,Body,CHG,0.691221293,0.699240197,0.690615125,EnSpm
143,Body,CHG,0.667546705,0.680185505,0.669435417,EnSpm
144,Body,CHG,0.650474805,0.660475474,0.651679986,EnSpm
145,Body,CHG,0.65598255,0.667674609,0.661776938,EnSpm
146,Body,CHG,0.631367857,0.643576434,0.637646523,EnSpm
147,Body,CHG,0.621740922,0.634573478,0.628348856,EnSpm
148,Body,CHG,0.632968866,0.638028884,0.636313636,EnSpm
149,Body,CHG,0.603784839,0.617259509,0.605796434,EnSpm
150,Body,CHG,0.648928064,0.666258479,0.659403676,EnSpm
151,Body,CHG,0.648559977,0.65681359,0.651382631,EnSpm
152,Body,CHG,0.63781844,0.650125612,0.64623737,EnSpm
153,Body,CHG,0.676560899,0.691179856,0.686568763,EnSpm
154,Body,CHG,0.654374957,0.66054844,0.659385671,EnSpm
155,Body,CHG,0.644757269,0.648213021,0.645420136,EnSpm
156,Body,CHG,0.660184248,0.671888916,0.659139149,EnSpm
157,Body,CHG,0.660149691,0.679787056,0.668281781,EnSpm
158,Body,CHG,0.695879407,0.701950601,0.698844465,EnSpm
159,Body,CHG,0.658276232,0.663964083,0.658986378,EnSpm
160,Body,CHG,0.682086397,0.691943056,0.683888325,EnSpm
161,Body,CHG,0.68837574,0.689360266,0.69256365,EnSpm
162,Body,CHG,0.67575992,0.686137568,0.683707449,EnSpm
163,Body,CHG,0.70829773,0.713571853,0.71135453,EnSpm
164,Body,CHG,0.678567447,0.685438239,0.690603063,EnSpm
165,Body,CHG,0.680055556,0.691865654,0.685275679,EnSpm
166,Body,CHG,0.647454438,0.652688178,0.65864089,EnSpm
167,Body,CHG,0.635701165,0.645817902,0.64244263,EnSpm
168,Body,CHG,0.684360136,0.694437269,0.686919288,EnSpm
169,Body,CHG,0.669885952,0.682272044,0.672020716,EnSpm
170,Body,CHG,0.681993345,0.68314563,0.690672434,EnSpm
171,Body,CHG,0.712074396,0.71903159,0.721383468,EnSpm
172,Body,CHG,0.693055707,0.702720728,0.697236814,EnSpm
173,Body,CHG,0.652956757,0.660799176,0.655771253,EnSpm
174,Body,CHG,0.671287351,0.678744014,0.673066496,EnSpm
175,Body,CHG,0.648763181,0.658047678,0.657309494,EnSpm
176,Body,CHG,0.682671622,0.691339181,0.683759698,EnSpm
177,Body,CHG,0.679961493,0.697628509,0.689863085,EnSpm
178,Body,CHG,0.695312198,0.709402775,0.691896448,EnSpm
179,Body,CHG,0.715408624,0.729415644,0.716446937,EnSpm
180,Body,CHG,0.733174778,0.741800864,0.732056198,EnSpm
181,Body,CHG,0.672731417,0.684243416,0.684939467,EnSpm
182,Body,CHG,0.669596439,0.678439233,0.679662379,EnSpm
183,Body,CHG,0.672057802,0.679645814,0.681342983,EnSpm
184,Body,CHG,0.637976677,0.650749437,0.648748918,EnSpm
185,Body,CHG,0.653937244,0.66431394,0.657358398,EnSpm
186,Body,CHG,0.672358096,0.678874522,0.677760911,EnSpm
187,Body,CHG,0.666556053,0.689847994,0.673211478,EnSpm
188,Body,CHG,0.679345853,0.695036958,0.683156579,EnSpm
189,Body,CHG,0.660205538,0.680615797,0.671873217,EnSpm
190,Body,CHG,0.705004924,0.712000925,0.700456918,EnSpm
191,Body,CHG,0.649790541,0.659834328,0.653784646,EnSpm
192,Body,CHG,0.671278586,0.682212142,0.677337955,EnSpm
193,Body,CHG,0.668214814,0.673738434,0.675288198,EnSpm
194,Body,CHG,0.656254152,0.668706065,0.671424676,EnSpm
195,Body,CHG,0.651853732,0.65918154,0.660568581,EnSpm
196,Body,CHG,0.672999823,0.678314385,0.685327311,EnSpm
197,Body,CHG,0.678334543,0.682669747,0.683361047,EnSpm
198,Body,CHG,0.681392732,0.69856893,0.698353768,EnSpm
199,Body,CHG,0.666929442,0.673693384,0.672234488,EnSpm
200,Body,CHG,0.677391339,0.687876934,0.686818321,EnSpm
201,Body,CHG,0.675169511,0.690245432,0.679717872,EnSpm
202,Body,CHG,0.624947519,0.635195738,0.628832059,EnSpm
203,Body,CHG,0.658069173,0.672755191,0.661851651,EnSpm
204,Body,CHG,0.629639605,0.63918283,0.631436635,EnSpm
205,Body,CHG,0.672379895,0.676578755,0.677340412,EnSpm
206,Body,CHG,0.654637027,0.669252992,0.662672331,EnSpm
207,Body,CHG,0.648058021,0.660530903,0.660145056,EnSpm
208,Body,CHG,0.597892332,0.608321665,0.593383132,EnSpm
209,Body,CHG,0.617721388,0.629016381,0.621367519,EnSpm
210,Body,CHG,0.63303866,0.648369326,0.646305633,EnSpm
211,Body,CHG,0.661254419,0.677173873,0.667840818,EnSpm
212,Body,CHG,0.61555713,0.633501438,0.624218502,EnSpm
213,Body,CHG,0.65147224,0.668497367,0.656646501,EnSpm
214,Body,CHG,0.659985688,0.668360756,0.671118385,EnSpm
215,Body,CHG,0.655572716,0.671895512,0.658391236,EnSpm
216,Body,CHG,0.640265979,0.648742027,0.644279935,EnSpm
217,Body,CHG,0.663344352,0.679369955,0.670529964,EnSpm
218,Body,CHG,0.682702182,0.694061998,0.691066325,EnSpm
219,Body,CHG,0.679029817,0.685797749,0.684153607,EnSpm
220,Body,CHG,0.682100898,0.690524353,0.683999937,EnSpm
221,Body,CHG,0.665832661,0.679938994,0.674897986,EnSpm
222,Body,CHG,0.63210263,0.639605929,0.640572846,EnSpm
223,Body,CHG,0.654109442,0.666047942,0.656335563,EnSpm
224,Body,CHG,0.60343444,0.611125973,0.608231287,EnSpm
225,Body,CHG,0.623412581,0.633298197,0.621091008,EnSpm
226,Body,CHG,0.638279872,0.650865224,0.636798392,EnSpm
227,Body,CHG,0.678998325,0.69281487,0.68816729,EnSpm
228,Body,CHG,0.707611653,0.720241347,0.717013392,EnSpm
229,Body,CHG,0.678398156,0.69277995,0.682148445,EnSpm
230,Body,CHG,0.662590377,0.672770754,0.660971674,EnSpm
231,Body,CHG,0.687022266,0.69757189,0.698341121,EnSpm
232,Body,CHG,0.651289069,0.665036047,0.651548105,EnSpm
233,Body,CHG,0.660960549,0.675827784,0.667856033,EnSpm
234,Body,CHG,0.636813434,0.652110922,0.639172398,EnSpm
235,Body,CHG,0.532203734,0.537906336,0.533253329,EnSpm
236,Body,CHG,0.588335482,0.604125053,0.5949302,EnSpm
237,Body,CHG,0.545893695,0.552121095,0.547922366,EnSpm
238,Body,CHG,0.629841378,0.63478796,0.627761462,EnSpm
239,Body,CHG,0.593790612,0.616721288,0.600783774,EnSpm
240,Body,CHG,0.613354466,0.632749119,0.638227462,EnSpm
121,Body,CHH,0.000167241,0.00017802,0.000160769,EnSpm
122,Body,CHH,0.000329282,0.00039174,0.000414515,EnSpm
123,Body,CHH,0.000337151,0.000305605,0.000395608,EnSpm
124,Body,CHH,0.000455845,0.000468923,0.000632261,EnSpm
125,Body,CHH,0.000391932,0.00047359,0.000515278,EnSpm
126,Body,CHH,0.000332317,0.000354439,0.000308198,EnSpm
127,Body,CHH,0.000499442,0.00048554,0.000557061,EnSpm
128,Body,CHH,0.000477869,0.000487149,0.000367151,EnSpm
129,Body,CHH,0.000324756,0.000279239,0.000277081,EnSpm
130,Body,CHH,0.000284002,0.000304135,0.000268482,EnSpm
131,Body,CHH,0.000387147,0.000387884,0.000373701,EnSpm
132,Body,CHH,0.000244411,0.000262819,0.000253642,EnSpm
133,Body,CHH,0.000447475,0.000409588,0.00040304,EnSpm
134,Body,CHH,0.000201008,0.000271523,0.000213503,EnSpm
135,Body,CHH,0.000228357,0.000363866,0.000320674,EnSpm
136,Body,CHH,0.000338169,0.000356354,0.000425222,EnSpm
137,Body,CHH,0.000375667,0.000391067,0.000432655,EnSpm
138,Body,CHH,0.00011548,0.000151703,0.00022101,EnSpm
139,Body,CHH,0.000202677,0.000170025,0.000225455,EnSpm
140,Body,CHH,0.00030513,0.000289328,0.000312577,EnSpm
141,Body,CHH,0.000176581,0.000237232,0.000157171,EnSpm
142,Body,CHH,0.000327088,0.000297344,0.000271447,EnSpm
143,Body,CHH,0.000213104,0.000301995,0.000272817,EnSpm
144,Body,CHH,0.000425606,0.000451126,0.000456311,EnSpm
145,Body,CHH,0.00017102,0.000225971,0.000243039,EnSpm
146,Body,CHH,0.000440561,0.000466037,0.000404078,EnSpm
147,Body,CHH,0.00037993,0.000404006,0.000380668,EnSpm
148,Body,CHH,0.00029536,0.000317091,0.000310038,EnSpm
149,Body,CHH,0.000243857,0.000245529,0.000248373,EnSpm
150,Body,CHH,0.000340146,0.000454469,0.000331511,EnSpm
151,Body,CHH,0.00035513,0.000343881,0.000253527,EnSpm
152,Body,CHH,0.000470975,0.000334816,0.000323699,EnSpm
153,Body,CHH,0.00023852,0.000232894,0.000260908,EnSpm
154,Body,CHH,0.000193487,0.000172828,0.000196301,EnSpm
155,Body,CHH,0.000234543,0.000202144,0.000188935,EnSpm
156,Body,CHH,0.000333782,0.000305774,0.000317341,EnSpm
157,Body,CHH,0.000463401,0.000477004,0.000482012,EnSpm
158,Body,CHH,0.000316136,0.000341459,0.000327724,EnSpm
159,Body,CHH,0.000412647,0.000403066,0.000347803,EnSpm
160,Body,CHH,0.000282771,0.000339127,0.000331398,EnSpm
161,Body,CHH,0.000442476,0.000367557,0.000415451,EnSpm
162,Body,CHH,0.000246535,0.000197281,0.000283863,EnSpm
163,Body,CHH,0.000403364,0.000436827,0.000371714,EnSpm
164,Body,CHH,0.000392802,0.000384671,0.000377918,EnSpm
165,Body,CHH,0.000439205,0.000429163,0.000460661,EnSpm
166,Body,CHH,0.00039891,0.00028822,0.000390837,EnSpm
167,Body,CHH,0.000423826,0.000450094,0.000452931,EnSpm
168,Body,CHH,0.000256545,0.000268709,0.0003373,EnSpm
169,Body,CHH,0.000232504,0.000275192,0.000284827,EnSpm
170,Body,CHH,0.000190897,0.00019597,0.000218302,EnSpm
171,Body,CHH,0.00034016,0.000353574,0.000373843,EnSpm
172,Body,CHH,0.000442805,0.000406375,0.000337228,EnSpm
173,Body,CHH,0.000314781,0.000319464,0.000270027,EnSpm
174,Body,CHH,0.000298568,0.000263889,0.000278738,EnSpm
175,Body,CHH,0.000378399,0.000402775,0.000494854,EnSpm
176,Body,CHH,0.000121205,0.000146985,0.000185857,EnSpm
177,Body,CHH,0.000354526,0.000406143,0.000389663,EnSpm
178,Body,CHH,0.000183213,0.000135907,0.000262675,EnSpm
179,Body,CHH,0.000203822,0.000191341,0.000163016,EnSpm
180,Body,CHH,0.000217037,0.000283234,0.000225861,EnSpm
181,Body,CHH,0.000135601,0.000221453,0.000171882,EnSpm
182,Body,CHH,0.000227284,0.000306804,0.000288878,EnSpm
183,Body,CHH,0.000210438,0.00028258,0.000304098,EnSpm
184,Body,CHH,0.00036552,0.000353251,0.00039186,EnSpm
185,Body,CHH,0.000298543,0.000351633,0.000323883,EnSpm
186,Body,CHH,0.000273589,0.000283851,0.000298964,EnSpm
187,Body,CHH,0.000389748,0.000410591,0.000409366,EnSpm
188,Body,CHH,0.000346985,0.000409112,0.000390966,EnSpm
189,Body,CHH,0.000227395,0.000349827,0.000317905,EnSpm
190,Body,CHH,0.000199443,0.000331253,0.000231637,EnSpm
191,Body,CHH,0.000333744,0.00028252,0.000289609,EnSpm
192,Body,CHH,0.000470499,0.000558051,0.000513361,EnSpm
193,Body,CHH,0.00051581,0.000579267,0.000472451,EnSpm
194,Body,CHH,0.000364133,0.000395823,0.000348825,EnSpm
195,Body,CHH,0.00036786,0.000346506,0.00030563,EnSpm
196,Body,CHH,0.000317838,0.000332176,0.000235979,EnSpm
197,Body,CHH,0.000340515,0.000257593,0.000274267,EnSpm
198,Body,CHH,0.000318899,0.000314169,0.000370423,EnSpm
199,Body,CHH,0.000318238,0.000336551,0.0003497,EnSpm
200,Body,CHH,0.000269732,0.000303569,0.000269405,EnSpm
201,Body,CHH,0.000314354,0.000377758,0.000336381,EnSpm
202,Body,CHH,0.000220174,0.000210205,0.000240137,EnSpm
203,Body,CHH,0.000317464,0.000374362,0.00032335,EnSpm
204,Body,CHH,0.000508452,0.000444697,0.000489708,EnSpm
205,Body,CHH,0.000422549,0.000481923,0.0004359,EnSpm
206,Body,CHH,0.000272665,0.000314175,0.000295371,EnSpm
207,Body,CHH,0.000301426,0.000265897,0.00029671,EnSpm
208,Body,CHH,0.000216391,0.000218606,0.000156501,EnSpm
209,Body,CHH,0.00029678,0.000407408,0.000295209,EnSpm
210,Body,CHH,0.000280022,0.000338795,0.000323266,EnSpm
211,Body,CHH,0.000242349,0.000300276,0.000249749,EnSpm
212,Body,CHH,0.000401645,0.000377241,0.000445174,EnSpm
213,Body,CHH,0.000319387,0.000260933,0.000289813,EnSpm
214,Body,CHH,0.00041127,0.000465439,0.000360154,EnSpm
215,Body,CHH,0.000257278,0.000293411,0.000287171,EnSpm
216,Body,CHH,0.000368617,0.000442549,0.000387257,EnSpm
217,Body,CHH,0.000202559,0.000301565,0.000271246,EnSpm
218,Body,CHH,0.000399563,0.000464058,0.000398446,EnSpm
219,Body,CHH,0.000147918,0.000202539,0.000168467,EnSpm
220,Body,CHH,0.000505926,0.000547177,0.000569125,EnSpm
221,Body,CHH,0.000457468,0.000440457,0.000458802,EnSpm
222,Body,CHH,0.00036522,0.000383398,0.000363892,EnSpm
